,Description,clips,category,clip_arrays
171,Handgun 9mm shells dropping with a clatter 2.,new_clips2/171.mp3,trash,"[ 0.00123027 -0.00365855  0.00180989 ... -0.00345251  0.00456345
  0.00231654]"
172,Handgun 9mm shells dropping with a clatter 1.,new_clips2/172.mp3,trash,[0.02165036 0.02216815 0.02342768 ... 0.02419331 0.02757802 0.02379783]
173,"Forklift dropping object, short and concise.",new_clips2/173.mp3,trash,"[ 0.00065424  0.00262439  0.00151973 ... -0.00132853 -0.00144314
 -0.00267285]"
174,Plastic straw being dropped in a trickle.,new_clips2/174.mp3,plastic,"[-0.00600985  0.01158057 -0.01043304 ... -0.00818437 -0.00816823
 -0.00793153]"
175,Plastic straw being dropped.,new_clips2/175.mp3,plastic,"[-0.03579383 -0.03628473  0.01355738 ...  0.08181559  0.08684126
  0.09116018]"
176,Plastic straws being dropped abruptly 3.,new_clips2/176.mp3,plastic,"[-0.01119617 -0.16587853 -0.10440185 ...  0.21805236  0.01399379
 -0.00199055]"
177,Plastic straws being gathered 2.,new_clips2/177.mp3,plastic,"[-0.07727915 -0.07101014  0.07608683 ...  0.20517056  0.14605558
  0.1223342 ]"
178,Plastic straws being dropped abruptly 1.,new_clips2/178.mp3,plastic,"[-0.00937693 -0.040697    0.02225149 ...  0.00684981 -0.0812227
 -0.10273693]"
179,"Small plastic box being flexed, short and aggressive, back and forth 2.",new_clips2/179.mp3,plastic,"[ 0.01593257 -0.22831446 -0.6780806  ...  0.0116202   0.00109218
 -0.17797852]"
180,"Small plastic box being flexed, short and aggressive 2.",new_clips2/180.mp3,plastic,"[-0.12807989 -0.16197623 -0.1645454  ... -0.1179782  -0.09704455
 -0.13940857]"
181,"Small plastic box being flexed, short and aggressive, back and forth 1.",new_clips2/181.mp3,plastic,[0.04750461 0.09504411 0.12376478 ... 0.06231999 0.04855552 0.00216523]
182,"Small plastic box being flexed, short and aggressive 1.",new_clips2/182.mp3,plastic,"[ 0.0293646   0.08718802  0.06346699 ... -0.00451581 -0.0279413
 -0.0494239 ]"
183,"Small plastic box being flexed, short 3.",new_clips2/183.mp3,plastic,[0.03363382 0.05813421 0.06900892 ... 0.0389848  0.04695153 0.0464725 ]
184,"Small plastic box being flexed, short 2.",new_clips2/184.mp3,plastic,"[ 0.00132933  0.04533387  0.02197122 ... -0.01687763 -0.02594123
 -0.02612022]"
185,"Small plastic box being flexed, short 1.",new_clips2/185.mp3,plastic,[0.00728365 0.00830176 0.0097744  ... 0.01898493 0.01706152 0.01484683]
186,Small plastic box being flexed 8.,new_clips2/186.mp3,plastic,"[ 0.00814681 -0.00444362 -0.0238522  ... -0.04275979 -0.03409554
 -0.0224793 ]"
187,Small plastic box being flexed 7.,new_clips2/187.mp3,plastic,"[-0.01168259 -0.02692634 -0.04898496 ... -0.07977711  0.02343105
  0.11860622]"
188,Small plastic box being flexed 6.,new_clips2/188.mp3,plastic,"[-0.05010672 -0.08743933 -0.09757227 ...  0.06340015  0.15756348
  0.19372943]"
189,Small plastic box being flexed 5.,new_clips2/189.mp3,plastic,"[ 0.00194351  0.01587092  0.03047255 ... -0.03818161 -0.02133798
 -0.00232712]"
190,Small plastic box being flexed 4.,new_clips2/190.mp3,plastic,"[-0.0212656   0.04278144  0.10098845 ...  0.07934668  0.06538245
  0.05141298]"
191,Small plastic box being set down and picked up 2.,new_clips2/191.mp3,plastic,"[ 0.00546012 -0.26102754 -0.24354608 ... -0.05611354 -0.05425183
 -0.05827408]"
192,Small plastic box being set down and picked up 1.,new_clips2/192.mp3,plastic,"[ 0.03353788  0.11867771  0.2306631  ... -0.12756331 -0.11778321
 -0.11146183]"
193,Small plastic box lid being picked up and dropped.,new_clips2/193.mp3,plastic,"[-0.13265094  0.47092468  0.38896632 ... -0.5054241  -0.579752
 -0.6443562 ]"
194,Small plastic box lid being dropped 2.,new_clips2/194.mp3,plastic,"[-0.05019148 -0.25247365 -0.162889   ...  0.12495748  0.16599812
  0.19641396]"
195,Small plastic box lid being dropped 1.,new_clips2/195.mp3,plastic,"[-0.10090268 -0.2191721  -0.20650943 ... -0.00625848 -0.14060742
 -0.20712906]"
196,Metal can drop and rattle.,new_clips2/196.mp3,metal,"[-0.10175671 -0.11128653 -0.11528099 ...  0.02850407  0.14373145
  0.17149766]"
197,Electric Skilsaw reciprocating saw setting down.,new_clips2/197.mp3,trash,"[ 0.25312546  0.29736152  0.3269452  ... -0.3011318  -0.30308822
 -0.3039153 ]"
198,"Push pins dropping on desktop, heavy 1.",new_clips2/198.mp3,trash,"[ 0.00582988  0.04146724  0.064227   ... -0.03712497  0.0167794
 -0.0271257 ]"
199,Push pins dropping on desktop 2.,new_clips2/199.mp3,trash,"[ 0.0820462   0.12622528 -0.1761276  ...  0.07925385 -0.02646868
 -0.2156434 ]"
200,Push pins dropping on desktop 1.,new_clips2/200.mp3,trash,"[-0.01221419  0.01482173 -0.02701673 ... -0.02605269 -0.02341781
 -0.02375929]"
201,Wooden pencils dropping 4.,new_clips2/201.mp3,wood,"[-0.01087899  0.10421997 -0.05808784 ... -0.0253437  -0.01430481
  0.01227002]"
202,Wooden pencils dropping 3.,new_clips2/202.mp3,wood,"[ 0.04503564  0.06863251 -0.11623836 ...  0.0396187   0.03719435
  0.06465621]"
203,Wooden pencils dropping 2.,new_clips2/203.mp3,wood,"[-0.00071221 -0.0296967  -0.08929797 ...  0.00704577  0.00838473
  0.01137527]"
204,Wooden pencils dropping 1.,new_clips2/204.mp3,wood,"[-0.0014691  -0.00613236 -0.00330536 ...  0.00405279 -0.0010566
 -0.00339345]"
205,Wooden pencil dropping.,new_clips2/205.mp3,wood,"[-0.00065118 -0.01215295 -0.01517872 ...  0.01124843  0.01424819
  0.01261176]"
206,Wooden pencils dropping and rolling.,new_clips2/206.mp3,wood,"[-0.00012247  0.00152925 -0.00201856 ... -0.00066577 -0.00109178
 -0.0023498 ]"
207,Small pebbles dropping on desktop 4.,new_clips2/207.mp3,trash,"[-0.01655218  0.07777032  0.20772882 ...  0.07692386  0.04390189
  0.03702221]"
208,Small pebbles dropping on desktop 3.,new_clips2/208.mp3,trash,"[ 0.12178887  0.13100067 -0.20903541 ... -0.05940455 -0.02641044
  0.1225341 ]"
209,Small pebbles dropping on desktop in a stream.,new_clips2/209.mp3,trash,"[ 0.00579725  0.0891882   0.2735921  ... -0.00591972  0.00161411
  0.00962741]"
210,Small pebbles dropping on desktop 2.,new_clips2/210.mp3,trash,"[ 0.00102582 -0.01367348  0.00611173 ... -0.0076044  -0.01445938
 -0.01489433]"
211,Small pebbles dropping on desktop 1.,new_clips2/211.mp3,trash,"[ 0.01884735  0.06030045  0.04138638 ... -0.08236633 -0.10062951
 -0.05334767]"
212,"Plastic watering can set down, deep thump.",new_clips2/212.mp3,plastic,"[ 0.03997029  0.10763896  0.1581089  ... -0.178861   -0.14641868
 -0.1175303 ]"
213,Plastic watering can set down with a clatter.,new_clips2/213.mp3,plastic,"[ 0.07872584  0.31877154  0.3793613  ... -0.18930937 -0.1932904
 -0.18859977]"
214,Plastic watering can set down.,new_clips2/214.mp3,plastic,"[-0.34025198 -0.44359407 -0.23410296 ... -0.28675175  0.12600093
  0.54421747]"
215,Metal tin being scraped aggressively.,new_clips2/215.mp3,metal,"[ 0.02542144  0.08692459  0.16341664 ... -0.0471682   0.03949932
  0.14399633]"
216,Glass stones dropping on table slowly 2.,new_clips2/216.mp3,glass,"[-0.5453223  -0.72487795 -0.6397621  ... -0.16801119 -0.53255934
  0.4719046 ]"
217,Glass stones rattling and shuffling in hands quickly 2.,new_clips2/217.mp3,glass,"[ 0.02011214  0.02611572 -0.02061956 ...  0.03008275 -0.00570084
 -0.04203362]"
218,Glass stones rattling and shuffling in hands quickly 1.,new_clips2/218.mp3,glass,"[ 0.01599401 -0.03064064 -0.03382386 ... -0.07565334 -0.02637781
  0.0683649 ]"
219,Glass stones rattling and shuffling in hands 2.,new_clips2/219.mp3,glass,"[-0.00087765  0.01544187 -0.01621777 ...  0.00026537  0.00088022
 -0.00758061]"
220,Glass stones rattling and shuffling in hands 1.,new_clips2/220.mp3,glass,"[ 0.00098784 -0.00140236  0.00333117 ...  0.0010693   0.00265154
  0.00072666]"
221,Glass stones dropping on table slowly and shuffling in hands.,new_clips2/221.mp3,glass,"[-0.01034307 -0.01921722  0.02731135 ...  0.05767946  0.05250343
  0.0369296 ]"
222,Glass stones dropping on table slowly 1.,new_clips2/222.mp3,glass,"[-0.00791045 -0.03815592 -0.06883396 ...  0.00078399 -0.0251302
 -0.0408461 ]"
223,Frying pan being set down.,new_clips2/223.mp3,metal,[0.02134996 0.03673856 0.05037392 ... 0.04888427 0.05416277 0.04626961]
224,Frying pan being dropped harshly.,new_clips2/224.mp3,metal,[0.00953063 0.24180743 0.27505907 ... 0.19020177 0.00925768 0.08735832]
225,Plastic chaplet dropped onto concrete floor.,new_clips2/225.mp3,plastic,"[-0.02407939  0.02092758  0.05250892 ...  0.03684909  0.01437153
 -0.01347894]"
226,HUMAN Shaking hands off into metal sink (3).,new_clips2/226.mp3,metal,"[-0.00198205 -0.00870026 -0.01795861 ...  0.00876516  0.01129291
  0.01194075]"
227,HUMAN Shaking hands off into metal sink (2).,new_clips2/227.mp3,metal,"[-0.00159069  0.01921123 -0.0321116  ...  0.02587455  0.02305811
  0.01586534]"
228,HUMAN Shaking hands off into metal sink (1).,new_clips2/228.mp3,metal,"[-0.00178882  0.00921783  0.01852651 ... -0.00931595  0.00852165
  0.00904596]"
229,Metal sink dripping water (2).,new_clips2/229.mp3,metal,"[ 0.01190264  0.02060383  0.02618625 ... -0.02592346 -0.02428983
 -0.02272798]"
230,Metal sink dripping water (1).,new_clips2/230.mp3,metal,"[-0.00826029 -0.01173094 -0.00734876 ... -0.02574587 -0.00807963
  0.01175187]"
231,Setting Small Object Down On Leaf Pile (4).,new_clips2/231.mp3,trash,"[ 0.00142825 -0.03021205 -0.02492698 ...  0.02825477  0.00453497
 -0.01164424]"
232,Setting Small Object Down On Leaf Pile (3).,new_clips2/232.mp3,trash,"[-0.01471357 -0.02736798 -0.01233254 ...  0.03318461 -0.02183053
 -0.02203324]"
233,Setting Small Object Down On Leaf Pile (2).,new_clips2/233.mp3,trash,"[ 0.01302795  0.02583837  0.02637314 ... -0.02849021 -0.01204228
  0.01390978]"
234,Setting Small Object Down On Leaf Pile (1).,new_clips2/234.mp3,trash,"[ 0.0040206  -0.00768014  0.02473819 ... -0.00520621 -0.0151409
  0.00817999]"
235,"Fiberglass Canoe Dropping Onto Body, Close perspective.",new_clips2/235.mp3,glass,"[ 0.06749534  0.07519165  0.07317243 ... -0.07799812 -0.07660894
 -0.07351429]"
236,HOME Zippo Lighter Dropping Onto Metal Grate (2).,new_clips2/236.mp3,metal,"[ 0.03413808 -0.10727341 -0.24083485 ... -0.06147699 -0.04709756
 -0.05316302]"
237,HOME Zippo Lighter Dropping Onto Metal Grate (1).,new_clips2/237.mp3,metal,"[ 0.00203595  0.00781542 -0.01261455 ... -0.00327923 -0.00360801
 -0.00995317]"
238,Wallet Falls Onto Wood Floor With Slide and Pick Up (3).,new_clips2/238.mp3,wood,"[ 0.01333127 -0.00691718  0.02668313 ...  0.00126623  0.00639845
 -0.01375923]"
239,Wallet Falls Onto Wood Floor With Slide and Pick Up (2).,new_clips2/239.mp3,wood,"[-0.01618568 -0.03520567 -0.05740566 ... -0.02730845 -0.0430815
 -0.0456598 ]"
240,Wallet Falls Onto Wood Floor With Slide and Pick Up (1).,new_clips2/240.mp3,wood,"[-0.01153445 -0.01631556 -0.04995636 ... -0.0093428  -0.01059326
 -0.01290357]"
241,"HOME Small Metal Garbage Can Full Movement, Series.",new_clips2/241.mp3,metal,[0.01361618 0.02098645 0.00836014 ... 0.04130195 0.04350081 0.02078852]
242,"HOME Small Metal Garbage Can Lid Dropped, Series.",new_clips2/242.mp3,metal,"[-0.07731955 -0.39321136 -0.45383653 ... -0.12125547  0.17057957
 -0.02291374]"
243,"Full Metal Garbage Can Dropped, series.",new_clips2/243.mp3,metal,[0.1657171  0.7448108  0.7100277  ... 0.29563314 0.2660149  0.23300697]
244,Plunger dropped on bathroom floor (4).,new_clips2/244.mp3,trash,"[-0.00942137 -0.0153401  -0.01957578 ... -0.00499624 -0.02735208
 -0.0364167 ]"
245,Plunger dropped on bathroom floor (3).,new_clips2/245.mp3,trash,"[ 0.00209211  0.0142053   0.02996274 ... -0.03077836  0.04282232
  0.08293614]"
246,Plunger dropped on bathroom floor (2).,new_clips2/246.mp3,trash,"[ 0.00023065 -0.0175947  -0.05624674 ...  0.00106987  0.00982193
  0.02632697]"
247,Plunger dropped on bathroom floor (1).,new_clips2/247.mp3,trash,"[-0.00430575 -0.05032385 -0.04742729 ...  0.02245153  0.01037046
 -0.02486218]"
248,Light bulb smashing on wooden floor.,new_clips2/248.mp3,wood,"[ 0.05954599  0.22318439 -0.26250544 ... -0.14848475 -0.07679226
 -0.12472943]"
249,Glass jar shattering on floor.,new_clips2/249.mp3,glass,"[ 0.0120082   0.01817203 -0.7226502  ...  0.0919777  -0.02315988
 -0.0462833 ]"
250,Heavy brass door knob falling on wood floor (2).,new_clips2/250.mp3,wood,"[-0.05744349 -0.05950303 -0.06118242 ... -0.0467002  -0.06312651
 -0.07407428]"
251,Heavy brass door knob falling on wood floor (1).,new_clips2/251.mp3,wood,"[-0.04822199 -0.09081689 -0.1277681  ... -0.06848961 -0.06613979
 -0.06776507]"
252,Dropping small logs or a big stick on the ground in a forest (3).,new_clips2/252.mp3,trash,"[ 0.00178381  0.00611361  0.00115546 ... -0.00634543 -0.00825939
 -0.00469509]"
253,Dropping small logs or a big stick on the ground in a forest (2).,new_clips2/253.mp3,trash,"[ 0.00128962 -0.00179441  0.00427598 ...  0.0032234   0.00068742
  0.00230808]"
254,Dropping small logs or a big stick on the ground in a forest (1).,new_clips2/254.mp3,trash,"[ 1.8119542e-03  6.8824408e-03  4.8392517e-03 ...  6.4506545e-05
 -7.8701759e-03 -4.6937428e-03]"
255,Plastic Toy Fall Drop Stutter Vibration 1.,new_clips2/255.mp3,plastic,"[-0.00015913  0.00026546 -0.00013162 ...  0.00117933  0.00030331
 -0.00070788]"
256,Plastic Toy Fall Drop Stutter Vibration 2.,new_clips2/256.mp3,plastic,"[ 0.00014919 -0.00225567 -0.00237222 ... -0.00070713 -0.0010032
 -0.00062615]"
257,Plastic Toy Fall Drop Hit 1.,new_clips2/257.mp3,plastic,"[-0.00629231 -0.00623709 -0.00632356 ...  0.00031246 -0.00248006
 -0.01382516]"
258,Metal Club Weapon Set Down.,new_clips2/258.mp3,metal,"[ 0.00266963  0.02317355  0.0480042  ... -0.03410972 -0.0281361
 -0.0123316 ]"
259,"A few coins falling onto coins, slowly.",new_clips2/259.mp3,metal,"[-1.25694955e-02  1.50312465e-02 -1.94464810e-02 ...  2.80711847e-05
  1.65539086e-02 -2.37646718e-02]"
260,"A few coins falling onto more coins, fast.",new_clips2/260.mp3,metal,"[ 0.01182968 -0.0385667   0.04809487 ...  0.05006762 -0.05541049
  0.07203814]"
261,Ancient game -- wood tool with hard plastic handle drop or arrow.,new_clips2/261.mp3,plastic,"[-0.00642872  0.00881332 -0.00173783 ...  0.01331031  0.01277392
  0.01189213]"
262,Coin dropping on tin.,new_clips2/262.mp3,metal,"[ 0.02079772 -0.04320189 -0.35297412 ... -0.0648601   0.01049477
  0.06651402]"
263,"A few coins dropping onto coins, slowly.",new_clips2/263.mp3,metal,"[-0.06140766 -0.30119455 -0.2466484  ...  0.05891543 -0.1956976
  0.0155935 ]"
264,"A few coins dropping onto coins, fast.",new_clips2/264.mp3,metal,"[-1.1657494e-02 -7.9670874e-03 -2.1037374e-02 ...  1.5137394e-05
  1.9456252e-02 -3.1713266e-02]"
265,"Many coins dropping into metal tin, slowly.",new_clips2/265.mp3,metal,"[-0.0423221  -0.10510231 -0.06457725 ...  0.02174988  0.06853157
 -0.08500566]"
266,"A few coins dropping into metal tin, slowly.",new_clips2/266.mp3,metal,"[ 0.01767655  0.03475156 -0.05969327 ...  0.02452513 -0.05556307
  0.02340531]"
267,"A few coins dropping into metal tin, fast.",new_clips2/267.mp3,metal,"[ 0.06104114 -0.2959768   0.42474863 ... -0.14261995  0.31190324
 -0.05434244]"
268,"Coins dropping on coins, slowly.",new_clips2/268.mp3,metal,"[ 0.02226446 -0.02706033  0.02263643 ...  0.01740956 -0.04351079
  0.04270865]"
269,"Coins dropping on coins, fast.",new_clips2/269.mp3,metal,"[ 0.02222209 -0.09907369  0.13680477 ... -0.02085296 -0.00725029
  0.02405865]"
270,Coins falling onto pile of coins.,new_clips2/270.mp3,metal,"[ 0.00949641 -0.01251387  0.01721033 ... -0.00110618  0.01151616
 -0.01629128]"
271,Single coin dropped onto wood and spinning short.,new_clips2/271.mp3,metal,"[ 0.01256571 -0.02002748  0.0230347  ... -0.00345282  0.01189327
  0.00439329]"
272,Single coin dropped onto wood and spinning long.,new_clips2/272.mp3,metal,"[-0.00089207 -0.00517745 -0.00159541 ... -0.00743043 -0.00585879
  0.0042117 ]"
273,Single coin dropped onto wood.,new_clips2/273.mp3,metal,"[-0.00341782 -0.00482374 -0.00772046 ... -0.00966644 -0.00977771
 -0.00869661]"
274,"Many coins dropped onto wood, slowly.",new_clips2/274.mp3,metal,"[ 0.02442461 -0.06131406 -0.6944295  ... -0.01574817  0.00260771
  0.00662062]"
275,"Many coins dropped onto wood, fast.",new_clips2/275.mp3,metal,"[ 0.00804646 -0.2997929  -0.3882574  ...  0.06550605 -0.0014007
  0.05377733]"
276,Single coin dropping on old wood.,new_clips2/276.mp3,metal,"[-0.00109661 -0.01029646  0.02701678 ...  0.00676516  0.01354832
  0.00730302]"
277,"Single coin dropping and spinning on old wood, short.",new_clips2/277.mp3,metal,"[-0.0028064   0.00665907  0.01962753 ...  0.00390722  0.00379146
  0.00301376]"
278,"Single coin dropping and spinning on old wood, long.",new_clips2/278.mp3,metal,"[ 0.01135482 -0.00920096  0.04024906 ... -0.03291703 -0.02350659
 -0.03157764]"
279,"Many coins dropping onto old wood, slowly.",new_clips2/279.mp3,metal,"[-0.17092931 -0.5253307  -0.711668   ...  0.21580912  0.1055332
 -0.11007775]"
280,"Many coins dropping onto old wood, fast.",new_clips2/280.mp3,metal,"[ 0.00175887 -0.013418   -0.02769116 ... -0.00522717 -0.0072882
 -0.0055308 ]"
281,"A few coins dropping onto old wood, slowly.",new_clips2/281.mp3,metal,"[-0.04052237 -0.5905006  -0.9386905  ...  0.19699824  0.01111833
 -0.05566441]"
282,"A few coins dropping onto old wood, fast.",new_clips2/282.mp3,metal,"[ 0.02988404 -0.15651223 -0.46345884 ...  0.05890672  0.28933993
  0.15784606]"
283,"Coin dropping and spinning, short.",new_clips2/283.mp3,metal,"[-0.00823214  0.01015043 -0.01109831 ... -0.01513605  0.01669043
 -0.02530462]"
284,"Coins in hand dropping onto coins, ringing.",new_clips2/284.mp3,metal,"[ 0.01254036 -0.04754668  0.0124896  ...  0.02004788 -0.01970312
 -0.03474406]"
285,"Single coin dropping into jar, with a bounce.",new_clips2/285.mp3,metal,"[ 0.00531956 -0.00765851  0.00814606 ... -0.02589893  0.00648665
  0.00405984]"
286,Single coin dropping into jar.,new_clips2/286.mp3,metal,"[-0.0189504  -0.1567787   0.12531069 ... -0.04956508  0.06285826
 -0.05051295]"
287,"Many coins dropping into jar, fast.",new_clips2/287.mp3,metal,"[ 0.10127324 -0.22355412  0.24513878 ... -0.02808133 -0.0047646
  0.12429661]"
288,"A few coins dropping into jar, slowly.",new_clips2/288.mp3,metal,"[ 0.01256571 -0.02002748  0.0230347  ... -0.00345282  0.01189327
  0.00439329]"
289,Single coin dropped onto wood and spinning short.,new_clips2/289.mp3,metal,"[-0.00089207 -0.00517745 -0.00159541 ... -0.00743043 -0.00585879
  0.0042117 ]"
290,Single coin dropped onto wood and spinning long.,new_clips2/290.mp3,metal,"[-0.00341782 -0.00482374 -0.00772046 ... -0.00966644 -0.00977771
 -0.00869661]"
291,Single coin dropped onto wood.,new_clips2/291.mp3,metal,"[ 0.00804646 -0.2997929  -0.3882574  ...  0.06550605 -0.0014007
  0.05377733]"
292,"Many coins dropped onto wood, slowly.",new_clips2/292.mp3,metal,"[-0.00109661 -0.01029646  0.02701678 ...  0.00676516  0.01354832
  0.00730302]"
293,"Many coins dropped onto wood, fast.",new_clips2/293.mp3,metal,"[-0.0028064   0.00665907  0.01962753 ...  0.00390722  0.00379146
  0.00301376]"
294,"Single coin dropping and spinning on old wood, long.",new_clips2/294.mp3,metal,"[ 0.01135482 -0.00920096  0.04024906 ... -0.03291703 -0.02350659
 -0.03157764]"
295,"Many coins dropping onto old wood, slowly.",new_clips2/295.mp3,metal,"[-0.00563467 -0.03808951 -0.36991322 ... -0.00586868 -0.05761134
  0.04087308]"
296,"Many coins dropping onto old wood, fast.",new_clips2/296.mp3,metal,"[-0.17092931 -0.5253307  -0.711668   ...  0.21580912  0.1055332
 -0.11007775]"
297,"A few coins dropping onto old wood, slowly.",new_clips2/297.mp3,metal,"[ 0.00175887 -0.013418   -0.02769116 ... -0.00522717 -0.0072882
 -0.0055308 ]"
298,"Coin dropping and spinning, long.",new_clips2/298.mp3,metal,"[ 0.02988404 -0.15651223 -0.46345884 ...  0.05890672  0.28933993
  0.15784606]"
